id,name,brewery_type
furthermore-beer-black-river-falls,Furthermore Beer,contract
sand-creek-brewing-co-black-river-falls,Sand Creek Brewing Co,micro
fury-brewing-company-irwin,Fury Brewing Company,micro
quinn-brewing-company-irwin,Quinn Brewing Company,micro
future-primitive-brewing-company-seattle,Future Primitive Brewing Company,micro
galactic-coast-brewing-dickinson,Galactic Coast Brewing,micro
galveston-bay-beer-company-inc-dickinson,"Galveston Bay Beer Company, Inc.",micro
texas-beer-refinery-dickinson,Texas Beer Refinery,micro
galaxy-brewing-co-binghamton,Galaxy Brewing Co,brewpub
water-street-brewing-co-binghamton,Water Street Brewing Co,brewpub
galena-brewing-co-galena,Galena Brewing Co,brewpub
galveston-island-brewing-galveston,Galveston Island Brewing,micro
game-on-brewing-saint-paul,Game On Brewing,contract
garden-grove-brewing-company-richmond,Garden Grove Brewing Company,micro
garden-state-beer-company-galloway,Garden State Beer Company,micro
garphish-brewing-company-bethel,Garphish Brewing Company,micro
garvies-point-brewery-glen-cove,Garvies Point Brewery,micro
garys-olde-towne-tavern-naples,Gary's Olde Towne Tavern,micro
gaslight-brewery-and-restaurant-south-orange,Gaslight Brewery and Restaurant,brewpub
soma-brewing-llc-south-orange,Soma Brewing LLC,planning
gate-city-brewing-company-roswell,Gate City Brewing Company,micro
variant-brewing-company-roswell,Variant Brewing Company,micro
gateway-brewing-inc-portland,"Gateway Brewing, Inc",micro
level-beer-portland,Level Beer,micro
migration-brewing-co-portland-2,Migration Brewing Co,micro
von-ebert-brewing-portland-1,Von Ebert Brewing,planning
gearhouse-brewing-company-chambersburg,GearHouse Brewing Company,brewpub
roy-pitz-brewing-co-chambersburg,Roy Pitz Brewing Co,brewpub
geaux-brewing-llc-auburn,Geaux Brewing LLC,brewpub
scamp-brewing-co-auburn,Scamp Brewing Co,micro
generations-brewing-company-freeport,Generations Brewing Company,micro
ill-stylez-brewing-freeport,ILL STYLEZ BREWING,planning
genesee-brew-house-north-american-breweries-rochester,Genesee Brew House / North American Breweries,brewpub
north-american-breweries-rochester,North American Breweries,regional
geneseo-brewing-company-geneseo,Geneseo Brewing Company,brewpub
lionstone-brewing-geneseo,Lionstone Brewing,brewpub
geneva-lake-brewing-co-lake-geneva,Geneva Lake Brewing Co,micro
gentile-brewing-company-beverly,Gentile Brewing Company,micro
old-planters-brewing-co-beverly,Old Planters Brewing Co.,micro
george-ringler-and-company-danville,George Ringler & Company,planning
georgia-beer-co-valdosta,Georgia Beer Co,planning
gezzelig-brewing-company-newton,Gezzelig Brewing Company,brewpub
ghost-harbor-brewing-company-elizabeth-city,Ghost Harbor Brewing Company,micro
ghost-monkey-brewery-mount-pleasant,Ghost Monkey Brewery,micro
two-blokes-brewing-co-mount-pleasant,Two Blokes Brewing Co.,micro
westbrook-brewing-co-mount-pleasant,Westbrook Brewing Co,regional
ghost-river-brewing-memphis,Ghost River Brewing,micro
ghost-train-brewing-co-birmingham,Ghost Train Brewing Co,micro
good-people-brewing-co-birmingham,Good People Brewing Co,micro
trim-tab-brewing-birmingham,Trim Tab Brewing,micro
ghostface-brewing-company-mooresville,Ghostface Brewing Company,brewpub
ghostfish-brewing-company-seattle,Ghostfish Brewing Company,micro
pyramid-breweries-north-american-breweries-seattle,Pyramid Breweries / North American Breweries,brewpub
schooner-exact-brewing-co-seattle,Schooner Exact Brewing Co,micro
seapine-brewing-company-seattle,Seapine Brewing Company,micro
giant-jones-brewing-llc-madison,Giant Jones Brewing LLC,micro
great-dane-pub-and-brewing-co-downtown-madison,Great Dane Pub and Brewing Co - Downtown,brewpub
working-draft-beer-company-madison,Working Draft Beer Company,micro
gibbs-hundred-brewing-company-greensboro,Gibb's Hundred Brewing Company,micro
giesenbracurrencyu-bier-co-llc-new-prague,GiesenbrÃ¤u Bier Co LLC,micro
ginos-brewing-company-chicago,Gino's Brewing Company,brewpub
rock-bottom-brewery-chicago-chicago,Rock Bottom Brewery - Chicago,brewpub
veteran-beer-co-veteran-beverage-company-chicago,Veteran Beer Co / Veteran Beverage Company,proprietor
girdwood-brewing-company-girdwood,Girdwood Brewing Company,micro
gizmo-brew-works-raleigh,Gizmo Brew Works,micro
lonerider-brewing-co-raleigh,Lonerider Brewing Co,regional
glacier-brewing-co-polson,Glacier Brewing Co,micro
glass-creek-winery-hastings,Glass Creek Winery,micro
walldorff-brewpub-and-bistro-hastings,Walldorff Brewpub & Bistro,brewpub
glasstown-brewing-millville,Glasstown Brewing,micro
glenmere-brewing-co-inc-florida,"Glenmere Brewing Co, Inc",micro
gloucester-brewing-company-gloucester,Gloucester Brewing Company,planning
gnarly-barley-brewing-hammond,Gnarly Barley Brewing,micro
gnarly-cedar-brewing-greenleaf,Gnarly Cedar Brewing,nano
gneiss-brewing-limerick,Gneiss Brewing,micro
gnometown-brewing-co-fort-wayne,GnomeTown Brewing Co,brewpub
mad-anthony-brewing-co-fort-wayne,Mad Anthony Brewing Co,micro
goat-island-brewing-cullman,Goat Island Brewing,micro
goat-patch-brewing-co-colorado-springs,Goat Patch Brewing Co.,micro
red-leg-brewing-company-colorado-springs,Red Leg Brewing Company,micro
storybook-brewing-colorado-springs,Storybook Brewing,micro
trinity-brewing-colorado-springs,Trinity Brewing,brewpub
goat-ridge-brewing-new-london,Goat Ridge Brewing,micro
gold-hill-brewery-placerville,Gold Hill Brewery,micro
old-hangtown-beer-works-placerville,Old Hangtown Beer Works,micro
outbreak-brewing-co-placerville,Outbreak Brewing Co.,micro
placerville-brewing-co-placerville,Placerville Brewing Co,brewpub
golden-avalanche-brewing-co-kutztown,Golden Avalanche Brewing Co,brewpub
saucony-creek-brewing-company-kutztown,Saucony Creek Brewing Company,micro
golden-fox-brewing-llc-illiopolis,"Golden Fox Brewing, LLC",micro
golden-state-brew-and-grill-gilroy,Golden State Brew and Grill,brewpub
golden-state-brewery-santa-clara,Golden State Brewery,micro
taplands-brewery-santa-clara,Taplands Brewery,brewpub
goldhorn-brewery-cleveland,Goldhorn Brewery,brewpub
goliad-brewing-company-goliad,Goliad Brewing Company,micro
good-bad-ugly-brewing-co-tavernbowl-westgate-glendale,Good Bad Ugly Brewing Co. @ Tavern+Bowl Westgate,brewpub
gordon-biersch-brewery-restaurant-glendale-glendale,Gordon Biersch Brewery Restaurant - Glendale,brewpub
good-earth-brewing-terrebonne,Good Earth Brewing,planning
good-hops-brewing-llc-carolina-beach,Good Hops Brewing LLC,micro
good-liquid-brewing-company-bradenton,Good Liquid Brewing Company,micro
good-measure-brewing-co-northfield,Good Measure Brewing Co,micro
good-nature-farm-brewery-hamilton,Good Nature Farm Brewery,micro
good-neighbor-brews-wylie,Good Neighbor Brews,micro
good-news-brewing-company-o-fallon,Good News Brewing Company,brewpub
missouri-beer-company-o-fallon,Missouri Beer Company,micro
good-times-brewing-greenwood,Good Times Brewing,brewpub
good-word-brewing-and-public-house-duluth,Good Word Brewing & Public House,brewpub
goodfire-brewing-company-portland,Goodfire Brewing Company,micro
gritty-mcduffs-portland-portland,Gritty McDuffs - Portland,brewpub
gruit-brewing-portland,Gruit Brewing,micro
liquid-riot-bottling-co-portland,Liquid Riot Bottling Co.,brewpub
lone-pine-brewing-company-portland,Lone Pine Brewing Company,micro
one-eye-open-brewing-company-portland,One Eye Open Brewing Company,micro
oxbow-blending-and-bottling-portland,Oxbow Blending & Bottling,micro
peak-organic-brewing-co-portland,Peak Organic Brewing Co,proprietor
rising-tide-brewing-co-portland,Rising Tide Brewing Co,micro
shipyard-brewing-co-portland,Shipyard Brewing Co,regional
goose-and-the-monkey-brew-house-llc-lexington,"Goose And The Monkey Brew House, LLC",planning
goose-island-philadelphia-philadelphia,Goose Island Philadelphia,brewpub
love-city-brewing-company-philadelphia,Love City Brewing Company,micro
urban-village-brewing-company-philadelphia,Urban Village Brewing Company,brewpub
yards-brewing-co-philadelphia,Yards Brewing Co,regional
gordon-biersch-brewery-restaurant-atlanta-atlanta,Gordon Biersch Brewery Restaurant - Atlanta,brewpub
gordon-biersch-brewery-restaurant-bolingbrook-bolingbrook,Gordon Biersch Brewery Restaurant - Bolingbrook,brewpub
gordon-biersch-brewery-restaurant-buffalo-cheektowaga,Gordon Biersch Brewery Restaurant - Buffalo,brewpub
gordon-biersch-brewery-restaurant-burbank-burbank,Gordon Biersch Brewery Restaurant - Burbank,brewpub
verdugo-west-brewing-company-burbank,Verdugo West Brewing Company,micro
gordon-biersch-brewery-restaurant-las-vegas-las-vegas,Gordon Biersch Brewery Restaurant - Las Vegas,brewpub
gordon-biersch-brewery-restaurant-myrtle-beach-myrtle-beach,Gordon Biersch Brewery Restaurant - Myrtle Beach,brewpub
liberty-steakhouse-and-brewery-myrtle-beach,Liberty Steakhouse and Brewery,brewpub
new-south-brewing-co-myrtle-beach,New South Brewing Co,micro
gordon-biersch-brewery-restaurant-plano-plano,Gordon Biersch Brewery Restaurant - Plano,brewpub
union-bear-brewing-co-plano,Union Bear Brewing Co.,brewpub
unlawful-assembly-brewing-company-plano,Unlawful Assembly Brewing Company,brewpub
gordon-biersch-brewery-restaurant-rockville-rockville,Gordon Biersch Brewery Restaurant - Rockville,brewpub
saints-row-brewing-rockville,Saints Row Brewing,micro
gordon-biersch-brewery-restaurant-san-diego-san-diego,Gordon Biersch Brewery Restaurant - San Diego,brewpub
oggis-pizza-and-brewing-co-mission-valley-san-diego,Oggis Pizza & Brewing Co - Mission Valley,brewpub
gordon-biersch-brewery-restaurant-seattle-seattle,Gordon Biersch Brewery Restaurant - Seattle,closed
old-stove-brewing-company-seattle,Old Stove Brewing Company,brewpub
pike-brewing-co-seattle,Pike Brewing Co,micro
gordon-biersch-brewery-restaurant-tysons-corner-mc-lean,Gordon Biersch Brewery Restaurant - Tysons Corner,brewpub
gordon-biersch-brewery-restaurant-virginia-beach-virginia-beach,Gordon Biersch Brewery Restaurant - Virginia Beach,brewpub
gore-range-brewery-edwards,Gore Range Brewery,brewpub
gotahold-brewing-company-eureka-springs,Gotahold Brewing Company,planning
gotl-brewing-co-geneva,GOTL Brewing Co,brewpub
virant-family-winery-black-angus-brewery-geneva,Virant Family Winery / Black Angus Brewery,micro
gottberg-brew-pub-columbus,Gottberg Brew Pub,brewpub
grace-ridge-brewing-homer,Grace Ridge Brewing,micro
homer-brewing-co-homer,Homer Brewing Co,micro
grafton-winery-and-brewhaus-grafton,Grafton Winery & Brewhaus,micro
grail-point-brewery-emmitsburg,Grail Point Brewery,proprietor
grain-theory-brewing-company-abilene,Grain Theory Brewing Company,planning
grains-of-wrath-brewing-camas,Grains of Wrath Brewing,brewpub
mill-city-brew-werks-camas,Mill City Brew Werks,closed
grand-adventure-brewing-company-kremmling,Grand Adventure Brewing Company,brewpub
grand-armory-brewing-co-grand-haven,Grand Armory Brewing Co,micro
grand-armory-brewing-production-facility-grand-haven,Grand Armory Brewing Production Facility,micro
hawkpeak-brewing-company-dba-grand-haven-brew-house-grand-haven,HawkPeak Brewing Company DBA Grand Haven Brew House,brewpub
odd-side-ales-grand-haven,Odd Side Ales,micro
odd-side-ales-production-facility-grand-haven,Odd Side Ales Production Facility,micro
grand-canyon-brewing-company-williams,Grand Canyon Brewing Company,micro
grand-canyon-brewing-williams,Grand Canyon Brewing,brewpub
grand-rounds-brewing-company-rochester,Grand Rounds Brewing Company,brewpub
grand-teton-brewing-co-victor,Grand Teton Brewing Co,micro
wildlife-brewing-victor,Wildlife Brewing,brewpub
grande-mere-inn-cranberry-bog-bar-stevensville,Grande Mere Inn / Cranberry Bog Bar,brewpub
watermark-brewing-company-stevensville,Watermark Brewing Company,micro
granger-city-brewing-company-granger,Granger City Brewing Company,brewpub
granite-city-food-and-brewery-10-eagan,Granite City Food & Brewery (#10),brewpub
union-32-crafthouse-eagan,Union 32 Crafthouse,micro
granite-city-food-and-brewery-11-kansas-city,Granite City Food & Brewery (#11),brewpub
granite-city-food-and-brewery-12-kansas-city,Granite City Food & Brewery (#12),brewpub
granite-city-food-and-brewery-13-olathe,Granite City Food & Brewery (#13),brewpub
kansas-city-breweries-company-olathe,Kansas City Breweries Company,proprietor
red-crow-brewing-company-olathe,Red Crow Brewing Company,micro
granite-city-food-and-brewery-16-omaha,Granite City Food & Brewery (#16),brewpub
granite-city-food-and-brewery-2-sioux-falls,Granite City Food & Brewery (#2),brewpub
lupulin-brewing-sioux-falls-sioux-falls,Lupulin Brewing - Sioux Falls,brewpub
granite-city-food-and-brewery-21-east-peoria,Granite City Food & Brewery (#21),brewpub
granite-city-food-and-brewery-22-orland-park,Granite City Food & Brewery (#22),brewpub
granite-city-food-and-brewery-24-fort-wayne,Granite City Food & Brewery (#24),brewpub
granite-city-food-and-brewery-25-maumee,Granite City Food & Brewery (#25),brewpub
granite-city-food-and-brewery-27-indianapolis,Granite City Food & Brewery (#27),brewpub
granite-city-food-and-brewery-indianapolis,Granite City Food & Brewery,brewpub
granite-city-food-and-brewery-28-troy,Granite City Food & Brewery (#28),brewpub
granite-city-food-and-brewery-29-creve-coeur,Granite City Food & Brewery (#29),brewpub
granite-city-food-and-brewery-30-naperville,Granite City Food & Brewery (#30),brewpub
granite-city-food-and-brewery-31-schaumburg,Granite City Food & Brewery (#31),brewpub
ram-restaurant-and-brewery-schaumburg-schaumburg,RAM Restaurant and Brewery - Schaumburg,brewpub
granite-city-food-and-brewery-32-northville,Granite City Food & Brewery (#32),brewpub
granite-city-food-and-brewery-5-cedar-rapids,Granite City Food & Brewery (#5),brewpub
third-base-brewery-cedar-rapids,Third Base Brewery,brewpub
granite-city-food-and-brewery-6-davenport,Granite City Food & Brewery (#6),brewpub
granite-city-food-and-brewery-8-maple-grove,Granite City Food & Brewery (#8),brewpub
omni-brewing-company-maple-grove,OMNI Brewing Company,micro
granite-city-food-and-brewery-cleveland,Granite City Food & Brewery,brewpub
granite-city-food-and-brewery-northbrook,Granite City Food & Brewery,brewpub
granite-city-food-and-brewery-oxon-hill,Granite City Food & Brewery,brewpub
granite-city-food-and-wort-house-ellsworth,Granite City Food & Wort House,micro
granite-falls-brewing-co-granite-falls,Granite Falls Brewing Co.,brewpub
granite-roots-brewing-troy,Granite Roots Brewing,micro
granville-brewing-company-granville,Granville Brewing Company,micro
three-tigers-brewing-company-granville,Three Tigers Brewing Company,brewpub
grasslands-brewing-co-tallahassee,Grasslands Brewing Co,micro
grateful-grain-brewing-company-monmouth,Grateful Grain Brewing Company,micro
gravel-bottom-craft-brewery-ada,Gravel Bottom Craft Brewery,micro
gravity-ales-llc-swarthmore,Gravity Ales LLC,planning
gravity-brew-works-big-flat,Gravity Brew Works,micro
gravsouth-brewing-co-cotati,GravSouth Brewing Co.,brewpub
gray-brewing-co-janesville,Gray Brewing Co,micro
grayton-beer-brewpub-santa-rosa-beach,Grayton Beer Brewpub,brewpub
grayton-beer-company-santa-rosa-beach,Grayton Beer Company,micro
idyll-hounds-brewing-company-santa-rosa-beach,Idyll Hounds Brewing Company,micro
greasy-luck-brewery-new-bedford,Greasy Luck Brewery,brewpub
moby-dick-brewing-co-new-bedford,Moby Dick Brewing Co.,brewpub
great-american-restaurants-sweetwater-tavern-centreville,"Great American Restaurants, Sweetwater Tavern",brewpub
great-american-restaurants-sweetwater-tavern-falls-church,"Great American Restaurants, Sweetwater Tavern",brewpub
great-american-restaurants-sweetwater-tavern-sterling,"Great American Restaurants, Sweetwater Tavern",brewpub
ocelot-brewing-co-dulles,Ocelot Brewing Co,micro
solace-brewing-company-dulles,Solace Brewing Company,micro
twinpanzee-brewing-company-sterling,Twinpanzee Brewing Company,micro
great-baraboo-brewing-co-clinton-township,Great Baraboo Brewing Co,brewpub
kuhnhenn-clinton-township-clinton-township,Kuhnhenn Clinton Township,micro
great-barn-brewery-new-hope,Great Barn Brewery,micro
triumph-brewing-co-of-new-hope-new-hope,Triumph Brewing Co of New Hope,brewpub
great-basin-brewing-co-sparks,Great Basin Brewing Co,brewpub
occidental-brewing-sparks,Occidental Brewing,brewpub
revision-brewing-company-sparks,Revision Brewing Company,micro
great-beer-co-chatsworth,Great Beer Co,contract
hand-brewed-beer-chatsworth,Hand-Brewed Beer,micro
great-black-swamp-brewing-co-toledo,Great Black Swamp Brewing Co,micro
great-chicago-fire-brewery-and-tap-room-leesburg,Great Chicago Fire Brewery and Tap Room,brewpub
great-crescent-brewery-aurora,Great Crescent Brewery,micro
great-dane-pub-and-brewing-co-fitchburg-fitchburg,Great Dane Pub and Brewing Co - Fitchburg,brewpub
vintage-brewing-co-madison,Vintage Brewing Co,brewpub
great-dane-pub-and-brewing-co-hilldale-madison,Great Dane Pub and Brewing Co -- Hilldale,brewpub
great-dane-pub-and-brewing-co-wausau-wausau,Great Dane Pub and Brewing Co- Wausau,brewpub
great-falls-brewing-company-canaan,Great Falls Brewing Company,planning
great-flats-brewing-schenectady,Great Flats Brewing,micro
mad-jack-brewing-co-van-dyck-restaurant-and-lounge-schenectady,Mad Jack Brewing Co / Van Dyck Restaurant & Lounge,brewpub
great-frontier-brewing-company-lakewood,Great Frontier Brewing Company,micro
green-mountain-beer-company-lakewood,Green Mountain Beer Company,micro
landlocked-ales-lakewood,Landlocked Ales,micro
great-life-brewing-west-park,Great Life Brewing,micro
great-raft-brewing-shreveport,Great Raft Brewing,micro
great-valley-farm-brewery-natural-bridge,Great Valley Farm Brewery,micro
greater-good-imperial-brew-co-worcester,Greater Good Imperial Brew Co,brewpub
green-bench-brewing-co-saint-petersburg,Green Bench Brewing Co,micro
green-bird-cellars-and-organic-farms-northport,Green Bird Cellars and Organic Farms,micro
mitten-brewing-co-northport-northport,Mitten Brewing Co - Northport,brewpub
green-cheek-beer-company-orange,Green Cheek Beer Company,micro
green-gecko-brewing-co-st-croix-usvi-north-conway,Green Gecko Brewing Co - St. Croix USVI,planning
moat-mountain-smoke-house-and-brewing-co-north-conway,Moat Mountain Smoke House and Brewing Co,brewpub
sea-dog-brewing-co-conway,Sea Dog Brewing Co,brewpub
green-oak-brewing-prosser,Green Oak Brewing,brewpub
horse-heaven-hills-brewery-prosser,Horse Heaven Hills Brewery,micro
green-room-burgers-and-beer-kansas-city,Green Room Burgers & Beer,brewpub
mccoys-public-house-kansas-city,McCoy's Public House,closed
green-tree-brewery-le-claire,Green Tree Brewery,micro
green-wolf-brewing-co-middleburgh,Green Wolf Brewing Co,micro
greenbrier-valley-brewing-co-maxwelton,Greenbrier Valley Brewing Co,micro
greenpoint-beer-brooklyn,Greenpoint Beer,brewpub
keg-and-lantern-brewing-co-brooklyn,Keg & Lantern Brewing Co,brewpub
war-flag-brewing-co-brooklyn,War Flag Brewing Co,proprietor
greenport-harbor-brewing-co-llc-peconic,"Greenport Harbor Brewing Co, LLC",brewpub
greenspring-brewing-company-chesapeake-beach,Greenspring Brewing Company,micro
greenwood-brewing-llc-phoenix,Greenwood Brewing LLC,contract
greer-brewing-ellisville,Greer Brewing,closed
grey-sail-brewing-co-llc-westerly,Grey Sail Brewing Co. LLC,micro
greyline-brewing-grand-rapids,Greyline Brewing,brewpub
harmony-brewing-company-harmony-hall-grand-rapids,Harmony Brewing Company - Harmony Hall,brewpub
jolly-pumpkin-pizzeria-and-brewery-grand-rapids,Jolly Pumpkin Pizzeria and Brewery,brewpub
the-knickerbocker-new-holland-brewing-grand-rapids,The Knickerbocker/ New Holland Brewing,brewpub
the-mitten-brewing-co-grand-rapids,The Mitten Brewing Co,brewpub
the-mitten-brewing-company-production-facility-grand-rapids,The Mitten Brewing Company Production Facility,micro
greywolf-brewing-riverside,Greywolf Brewing,planning
grid-city-beer-works-salt-lake-city,Grid City Beer Works,brewpub
level-crossing-brewing-company-salt-lake-city,Level Crossing Brewing Company,brewpub
roha-brewing-project-salt-lake-city,RoHa Brewing Project,micro
saltfire-brewing-co-salt-lake-city,SaltFire Brewing Co.,micro
shades-brewery-salt-lake-city,Shades Brewery,micro
utah-brewers-cooperative-salt-lake-city,Utah Brewers Cooperative,regional
griesedieck-brothers-brewery-saint-louis,Griesedieck Brothers Brewery,contract
grimm-artisanal-ales-brooklyn,Grimm Artisanal Ales,micro
interboro-spirits-and-ales-brooklyn,Interboro Spirits And Ales,brewpub
grind-city-brewing-company-memphis,Grind City Brewing Company,micro
soul-and-spirits-brewery-memphis,Soul and Spirits Brewery,micro
grinderas-high-noon-brewery-leavenworth,Grinderâs High Noon Brewery,brewpub
grindhaus-brew-lab-clearwater,Grindhaus Brew Lab,micro
southern-lights-brewing-clearwater,Southern Lights Brewing,micro
grist-brewing-company-lone-tree-lone-tree,Grist Brewing Company - Lone Tree,micro
lone-tree-brewing-co-lone-tree,Lone Tree Brewing Co,micro
grist-house-craft-brewery-pittsburgh,Grist House Craft Brewery,micro
strange-roots-experimental-ales-pittsburgh,Strange Roots Experimental Ales,micro
grist-iron-brewing-co-burdett,Grist Iron Brewing Co.,brewpub
two-goats-brewing-burdett,Two Goats Brewing,brewpub
grits-brewing-chamblee,GRITS Brewing,planning
hopstix-chamblee,Hopstix,brewpub
gritty-mcduffs-freeport-freeport,Gritty McDuffs - Freeport,brewpub
maine-beer-co-freeport,Maine Beer Co,micro
gritty-mcduffs-lewistonauburn-auburn,Gritty McDuffs - Lewiston/Auburn,brewpub
lost-valley-brewing-co-auburn,Lost Valley Brewing Co,micro
side-by-each-brewing-co-auburn,Side By Each Brewing Co,planning
groundlion-brewing-seagrove,GroundLion Brewing,planning
grove-city-brewing-company-grove-city,Grove City Brewing Company,brewpub
grove-roots-brewing-winter-haven,Grove Roots Brewing,micro
growling-bear-brewing-company-woodbridge,Growling Bear Brewing Company,micro
gruhlkes-microbrewery-bias-vineyards-berger,Gruhlke's Microbrewery / Bias Vineyards,brewpub
grumpy-troll-the-mount-horeb,"Grumpy Troll, The",micro
gruner-brothers-brewing-casper,Gruner Brothers Brewing,planning
guadalupe-brewery-canyon-lake,Guadalupe Brewery,micro
guadalupe-brewery-carlsbad,Guadalupe Brewery,micro
karl-strauss-brewing-co-carlsbad-carlsbad,Karl Strauss Brewing Co - Carlsbad,brewpub
papa-marces-cerveceria-carlsbad,Papa Marce's Cerveceria,planning
pizza-port-carlsbad-carlsbad,Pizza Port Carlsbad,regional
rouleur-brewing-company-carlsbad,Rouleur Brewing Company,micro
guanella-pass-brewing-company-llc-georgetown,"Guanella Pass Brewing Company, LLC",micro
guardian-brewing-company-saugatuck,Guardian Brewing Company,planning
the-mitten-brewing-company-saugatuck-saugatuck,The Mitten Brewing Company - Saugatuck,brewpub
guinness-open-gate-brewery-and-barrel-house-halethorpe,Guinness Open Gate Brewery and Barrel House,large
heavy-seas-beer-baltimore,Heavy Seas Beer,regional
gulf-coast-brewery-llc-pensacola,Gulf Coast Brewery LLC,micro
mcguires-irish-pub-and-brewery-pensacola-pensacola,McGuire's Irish Pub and Brewery - Pensacola,brewpub
pensacola-bay-brewery-pensacola,Pensacola Bay Brewery,micro
perfect-plain-brewing-co-pensacola,Perfect Plain Brewing Co.,micro
gulf-stream-brewing-fort-lauderdale,Gulf Stream Brewing,planning
invasive-species-brewing-fort-lauderdale,Invasive Species Brewing,micro
khoffner-brewery-ltd-fort-lauderdale,Khoffner Brewery LTD,micro
gun-flint-tavern-grand-marais,Gun Flint Tavern,brewpub
voyageur-brewing-co-grand-marais,Voyageur Brewing Co,brewpub
gun-hill-brewing-co-bronx,Gun Hill Brewing Co,micro
gunpowder-falls-brewing-co-new-freedom,Gunpowder Falls Brewing Co,micro
gyppo-ale-mill-whitethorn,Gyppo Ale Mill,micro
gypsy-brewing-company-huntingtown,Gypsy Brewing Company,micro
h2ops-llc-anaheim,H2OPS LLC,planning
ha-brewing-co-eureka,H.A. Brewing Co,brewpub
haas-innovations-brewing-llc-yakima,Haas Innovations Brewing LLC,micro
hop-nation-brewing-company-yakima,Hop Nation Brewing Company,micro
valley-brewing-co-yakima,Valley Brewing Co,micro
wandering-hop-brewery-yakima,Wandering Hop Brewery,micro
yakima-craft-brewing-co-yakima,Yakima Craft Brewing Co,micro
yakima-valley-hops-yakima,Yakima Valley Hops,micro
hackensack-brewing-company-hackensack,Hackensack Brewing Company,planning
the-alementary-hackensack,The Alementary,micro
hailstorm-brewing-company-tinley-park,HailStorm Brewing Company,micro
soundgrowler-brewing-co-tinley-park,Soundgrowler Brewing Co.,brewpub
haint-blue-brewing-company-mobile,Haint Blue Brewing Company,contract
old-majestic-brewing-company-mobile,Old Majestic Brewing Company,planning
serda-brewing-company-mobile,Serda Brewing Company,micro
hairless-hare-brewery-vandalia,Hairless Hare Brewery,micro
hairy-cow-brewing-co-llc-byron,"Hairy Cow Brewing Co, LLC",planning
half-acre-beer-co-chicago,Half Acre Beer Co,regional
metropolitan-brewing-chicago,Metropolitan Brewing,micro
revolution-brewing-chicago,Revolution Brewing,regional
twisted-hippo-chicago,Twisted Hippo,contract
half-barrel-beer-project-orlando,Half Barrel Beer Project,brewpub
half-batch-brewing-hendersonville,Half Batch Brewing,micro
half-brothers-brewing-company-grand-forks,Half Brothers Brewing Company,brewpub
oxford-brewing-company-grand-forks,Oxford Brewing Company,nano
half-day-brewing-company-lincolnshire,Half Day Brewing Company,brewpub
half-full-brewery-stamford,Half Full Brewery,micro
half-lion-brewing-company-sumner,Half Lion Brewing Company,micro
rock-wood-fired-pizza-keep-rockin-llc-sumner,Rock Wood Fired Pizza / Keep Rockin' LLC,contract
half-moon-bay-brewing-co-half-moon-bay,Half Moon Bay Brewing Co,brewpub
hop-dogma-brewing-company-half-moon-bay,Hop Dogma Brewing Company,micro
sacrilege-brewing-project-half-moon-bay,Sacrilege Brewing Project,brewpub
half-moon-restaurant-and-brewery-kokomo,Half Moon Restaurant & Brewery,brewpub
half-wall-brewery-new-smyrna-beach,Half Wall Brewery,micro
new-smyrna-beach-brewing-co-new-smyrna-beach,New Smyrna Beach Brewing Co,micro
the-half-wall-brewery-new-smyrna-beach,The Half Wall Brewery,brewpub
halpatter-brewing-company-lake-city,Halpatter Brewing Company,micro
hamburg-brewing-company-hamburg,Hamburg Brewing Company,micro
hamilton-family-brewery-rancho-cucamonga,Hamilton Family Brewery,micro
kings-brewing-company-rancho-cucamonga,Kings Brewing Company,micro
no-clue-craft-brewery-rancho-cucamonga,No Clue Craft Brewery,micro
rowdys-brewing-company-rancho-cucamonga,Rowdy's Brewing Company,micro
solorio-brewing-co-rancho-cucamonga,Solorio Brewing Co,micro
hammer-and-forge-brewing-company-boones-mill,Hammer & Forge Brewing Company,micro
hammer-and-nail-brewing-trumbull,Hammer & Nail Brewing,planning
hammerheart-brewing-company-lino-lakes,HammerHeart Brewing Company,micro
hana-koa-brewing-company-honolulu,Hana Koa Brewing Company,brewpub
home-of-the-brave-brewing-company-honolulu,Home of the Brave Brewing Company,closed
hand-of-fate-brewing-co-petersburg,Hand of Fate Brewing Co,micro
hangar-24-craft-brewery-redlands,Hangar 24 Craft Brewery,regional
ritual-brewing-co-redlands,Ritual Brewing Co,micro
hanging-hills-brewing-company-hartford,Hanging Hills Brewing Company,micro
hank-hudson-brewing-at-fairways-of-halfmoon-mechanicville,Hank Hudson Brewing At Fairways of Halfmoon,brewpub
hank-is-wiser-brewery-cheney,Hank Is Wiser Brewery,brewpub
hanson-brothers-beer-company-tulsa,Hanson Brothers Beer Company,contract
prairie-artisan-ales-tulsa,Prairie Artisan Ales,micro
welltown-brewing-tulsa,Welltown Brewing,micro
hapas-brewing-company-san-jose,Hapa's Brewing Company,micro
whole-foods-market-brewing-company-floodcraft-brewing-san-jose,Whole Foods Market Brewing Company- Floodcraft Brewing,brewpub
happy-basset-brewing-company-topeka,Happy Basset Brewing Company,micro
happy-hippie-brewing-company-richardson,Happy Hippie Brewing Company,planning
happy-valley-brewing-company-state-college,Happy Valley Brewing Company,brewpub
harbinger-beer-company-llc-caddo,Harbinger Beer Company LLC,planning
harbor-head-brewing-co-northport,Harbor Head Brewing Co,micro
